"Date","Time","Temp","SpCond","DO Conc","DO Charge","Battery","Cond","DO%"
"M/D/Y","hh:mm:ss","C","mS/cm","mg/L","","V","mS/cm","%"
"07/26/10","11:24:40",18.44,0.391,8.77,50,7.0,0.342,93.6
"07/26/10","11:28:40",18.39,0.391,8.79,50,7.0,0.341,93.7
"07/26/10","11:32:40",18.34,0.391,8.85,50,7.0,0.341,94.2
"07/26/10","11:36:40",18.29,0.391,8.84,50,7.0,0.341,94.0
"07/26/10","11:40:40",18.24,0.391,8.85,50,7.0,0.340,94.1
"07/26/10","11:44:40",18.19,0.391,8.90,50,7.0,0.340,94.5
"07/26/10","11:48:40",18.14,0.391,8.88,50,7.0,0.339,94.2
"07/26/10","11:52:40",18.09,0.391,8.95,50,7.0,0.339,94.8
"07/26/10","11:56:40",18.04,0.391,8.93,50,7.0,0.339,94.5
"07/26/10","12:00:40",17.99,0.391,8.92,50,7.0,0.338,94.3
"07/26/10","12:04:40",17.94,0.391,8.97,50,7.0,0.338,94.7
"07/26/10","12:08:40",17.90,0.391,9.00,49,7.0,0.338,95.0
"07/26/10","12:12:40",17.85,0.391,9.04,49,6.9,0.337,95.3
"07/26/10","12:16:40",17.81,0.391,9.06,49,6.9,0.337,95.4
"07/26/10","12:20:40",17.78,0.391,9.08,49,6.9,0.337,95.5
"07/26/10","12:24:40",17.76,0.391,9.02,49,6.9,0.337,94.9
"07/26/10","12:28:40",17.75,0.391,8.98,49,6.9,0.336,94.4
"07/26/10","12:32:40",22.80,0.011,7.46,48,6.9,0.010,86.6
"07/26/10","12:36:40",22.29,0.006,7.58,48,6.9,0.006,87.2
"07/26/10","12:40:40",22.20,0.009,7.65,48,6.9,0.008,87.8
"07/26/10","12:44:40",22.77,0.011,7.67,49,6.9,0.011,89.0
"07/26/10","12:48:40",21.36,0.001,8.26,49,6.9,0.001,93.3
"07/26/10","12:52:40",23.65,0.162,7.52,49,6.9,0.158,88.8
"07/26/10","12:56:40",22.54,0.170,7.84,49,6.9,0.162,90.7
"07/26/10","13:00:40",22.71,0.168,7.60,49,6.9,0.161,88.2
"07/26/10","13:04:40",22.57,0.168,7.64,49,6.9,0.160,88.4
"07/26/10","13:08:40",22.61,0.168,7.58,49,6.9,0.160,87.8
"07/26/10","13:12:40",22.69,0.168,7.58,49,6.9,0.160,87.8
"07/26/10","13:16:40",22.63,0.168,7.55,49,6.9,0.160,87.5
