, iSIC, iSIC, iSIC, iSIC, iSIC, iSIC, iSIC, iSIC
7/20/2012 22:20,25.73,25.18,24.9,24.49,22.53,18.92,15.82,11.53
7/20/2012 22:25,25.73,25.24,24.9,24.49,22.53,19.04,15.76,11.53
7/20/2012 22:30,25.73,25.18,24.9,24.49,22.47,19.04,15.82,11.53
7/20/2012 22:35,25.73,25.18,24.9,24.49,22.47,18.98,15.89,11.53
7/20/2012 22:40,25.73,25.18,24.9,24.49,22.47,19.04,15.89,11.53
7/20/2012 22:45,25.73,25.24,24.9,24.49,22.47,19.04,15.89,11.41
7/20/2012 22:50,25.73,25.18,24.9,24.49,22.47,18.98,15.82,11.41
7/20/2012 22:55,25.73,25.18,24.9,24.49,22.47,18.98,15.89,11.28
7/20/2012 23:00,25.73,25.24,24.9,24.49,22.53,19.04,15.89,11.35
7/20/2012 23:05,25.73,25.24,24.9,24.49,22.47,19.04,15.89,11.41
7/20/2012 23:10,25.73,25.18,24.9,24.49,22.4,18.98,15.89,11.47
7/20/2012 23:15,25.73,25.18,24.9,24.49,22.4,18.98,15.96,11.47
7/20/2012 23:20,25.73,25.18,24.9,24.49,22.4,18.92,15.89,11.53
7/20/2012 23:25,25.73,25.18,24.9,24.49,22.4,18.98,15.82,11.47
7/20/2012 23:30,25.73,25.24,24.9,24.49,22.28,19.04,15.82,11.53
7/20/2012 23:35,25.73,25.24,24.9,24.49,22.34,18.98,15.82,11.53
7/20/2012 23:40,25.73,25.24,24.9,24.49,22.34,19.04,15.82,11.53
7/20/2012 23:45,25.73,25.24,24.9,24.49,22.34,18.98,15.76,11.53
7/20/2012 23:50,25.67,25.24,24.9,24.49,22.4,19.04,15.76,11.53
7/20/2012 23:55,25.73,25.24,24.9,24.49,22.34,19.04,15.82,11.53
7/21/2012 0:00,25.73,25.24,24.9,24.49,22.34,18.98,15.82,11.53
7/21/2012 0:05,25.73,25.24,24.9,24.49,22.4,18.92,15.82,11.53
7/21/2012 0:10,25.73,25.24,24.9,24.49,22.4,18.85,15.82,11.53
7/21/2012 0:15,25.73,25.24,24.9,24.49,22.4,18.85,15.89,11.53
7/21/2012 0:20,25.73,25.18,24.9,24.49,22.4,18.92,15.89,11.53
7/21/2012 0:25,25.73,25.18,24.9,24.49,22.4,18.92,15.96,11.53
7/21/2012 0:30,25.73,25.24,24.9,24.49,22.34,18.98,15.96,11.47
7/21/2012 0:35,25.73,25.18,24.9,24.49,22.34,18.98,15.89,11.47
7/21/2012 0:40,25.73,25.18,24.9,24.49,22.34,18.98,15.89,11.47
7/21/2012 0:45,25.73,25.24,24.9,24.49,22.4,18.98,15.82,11.47
7/21/2012 0:50,25.73,25.24,24.9,24.49,22.34,18.98,15.89,11.53
7/21/2012 0:55,25.73,25.24,24.9,24.49,22.34,18.98,15.89,11.47
7/21/2012 1:00,25.73,25.24,24.9,24.49,22.34,18.98,15.89,11.47
7/21/2012 1:05,25.73,25.24,24.9,24.49,22.34,18.92,15.82,11.47
7/21/2012 1:10,25.73,25.24,24.9,24.49,22.4,18.92,15.82,11.41
7/21/2012 1:15,25.73,25.18,24.9,24.49,22.4,18.92,15.82,11.41
7/21/2012 1:20,25.73,25.18,24.9,24.49,22.4,18.92,15.82,11.41
7/21/2012 1:25,25.73,25.18,24.9,24.49,22.4,18.85,15.89,11.41
7/21/2012 1:30,25.73,25.18,24.9,24.49,22.4,18.92,15.96,11.41
7/21/2012 1:35,25.73,25.18,24.9,24.49,22.4,18.98,15.89,11.41
7/21/2012 1:40,25.67,25.18,24.9,24.49,22.4,18.98,15.89,11.47
7/21/2012 1:45,25.67,25.18,24.9,24.49,22.4,18.92,15.89,11.53
7/21/2012 1:50,25.67,25.24,24.9,24.49,22.4,18.98,15.82,11.53
7/21/2012 1:55,25.73,25.18,24.9,24.49,22.47,18.92,15.82,11.53
7/21/2012 2:00,25.67,25.18,24.9,24.49,22.47,19.04,15.82,11.53
7/21/2012 2:05,25.67,25.18,24.9,24.49,22.47,19.04,15.89,11.53
7/21/2012 2:10,25.67,25.18,24.9,24.49,22.4,19.04,15.96,11.53
7/21/2012 2:15,25.67,25.18,24.9,24.49,22.34,18.98,15.96,11.41
7/21/2012 2:20,25.67,25.24,24.9,24.43,22.34,18.92,15.96,11.47
7/21/2012 2:25,25.73,25.24,24.9,24.49,22.4,18.92,15.89,11.47
7/21/2012 2:30,25.73,25.24,24.9,24.49,22.47,18.85,15.82,11.53
7/21/2012 2:35,25.73,25.24,24.9,24.49,22.47,18.85,15.82,11.47
7/21/2012 2:40,25.73,25.24,24.9,24.49,22.47,18.85,15.82,11.47
7/21/2012 2:45,25.73,25.24,24.9,24.49,22.47,18.92,15.82,11.41
7/21/2012 2:50,25.73,25.24,24.9,24.49,22.4,18.98,15.82,11.41
7/21/2012 2:55,25.73,25.24,24.9,24.49,22.4,18.98,15.82,11.47
7/21/2012 3:00,25.73,25.24,24.9,24.49,22.34,19.04,15.82,11.41
7/21/2012 3:05,25.73,25.18,24.9,24.49,22.34,19.04,15.82,11.47
7/21/2012 3:10,25.73,25.24,24.9,24.49,22.34,18.98,15.82,11.53
7/21/2012 3:15,25.73,25.24,24.9,24.49,22.34,18.98,15.82,11.47
7/21/2012 3:20,25.67,25.24,24.9,24.49,22.34,19.04,15.82,11.47
7/21/2012 3:25,25.67,25.24,24.9,24.49,22.34,19.1,15.82,11.47
7/21/2012 3:30,25.67,25.18,24.9,24.49,22.34,19.04,15.82,11.47
7/21/2012 3:35,25.67,25.18,24.9,24.43,22.34,19.04,15.82,11.47
7/21/2012 3:40,25.67,25.18,24.9,24.43,22.34,18.98,15.82,11.47
7/21/2012 3:45,25.6,25.18,24.9,24.49,22.34,18.98,15.82,11.41
7/21/2012 3:50,25.6,25.18,24.9,24.49,22.4,18.92,15.82,11.47
7/21/2012 3:55,25.6,25.18,24.9,24.49,22.4,18.92,15.89,11.47
7/21/2012 4:00,25.6,25.18,24.9,24.49,22.4,18.85,15.89,11.53
7/21/2012 4:05,25.6,25.24,24.9,24.49,22.47,18.85,15.89,11.47
7/21/2012 4:10,25.6,25.24,24.9,24.43,22.53,18.85,15.89,11.53
7/21/2012 4:15,25.6,25.24,24.9,24.49,22.53,18.85,15.89,11.53
7/21/2012 4:20,25.6,25.18,24.9,24.49,22.47,18.92,15.89,11.53
7/21/2012 4:25,25.6,25.18,24.9,24.49,22.4,18.92,15.89,11.47
7/21/2012 4:30,25.6,25.24,24.9,24.43,22.34,18.98,15.82,11.53
7/21/2012 4:35,25.6,25.24,24.9,24.49,22.34,18.98,15.89,11.53
7/21/2012 4:40,25.6,25.18,24.83,24.49,22.4,18.98,15.82,11.6
7/21/2012 4:45,25.6,25.18,24.9,24.49,22.34,18.92,15.89,11.53
7/21/2012 4:50,25.54,25.18,24.9,24.49,22.4,18.85,15.89,11.53
7/21/2012 4:55,25.54,25.18,24.9,24.49,22.34,18.85,15.96,11.47
7/21/2012 5:00,25.54,25.18,24.9,24.49,22.4,18.92,15.96,11.47
7/21/2012 5:05,25.54,25.18,24.9,24.49,22.4,18.92,15.89,11.47
7/21/2012 5:10,25.54,25.18,24.9,24.49,22.34,18.98,15.89,11.41
7/21/2012 5:15,25.54,25.24,24.83,24.49,22.34,18.98,15.89,11.41
7/21/2012 5:20,25.54,25.24,24.9,24.49,22.4,18.98,15.89,11.41
7/21/2012 5:25,25.54,25.18,24.9,24.49,22.34,19.04,15.82,11.41
7/21/2012 5:30,25.54,25.18,24.9,24.49,22.34,19.04,15.89,11.47
7/21/2012 5:35,25.54,25.24,24.9,24.49,22.34,19.1,15.82,11.47
7/21/2012 5:40,25.54,25.24,24.9,24.49,22.34,19.04,15.82,11.47
7/21/2012 5:45,25.54,25.24,24.9,24.49,22.34,19.04,15.82,11.47
7/21/2012 5:50,25.54,25.18,24.9,24.43,22.34,18.98,15.82,11.53
7/21/2012 5:55,25.48,25.24,24.9,24.49,22.34,18.92,15.82,11.47
7/21/2012 6:00,25.48,25.24,24.9,24.49,22.34,18.92,15.82,11.47
7/21/2012 6:05,25.48,25.24,24.9,24.49,22.4,18.85,15.89,11.53
7/21/2012 6:10,25.48,25.18,24.9,24.49,22.4,18.92,15.82,11.53
7/21/2012 6:15,25.48,25.18,24.9,24.49,22.4,18.92,15.82,11.53
7/21/2012 6:20,25.48,25.24,24.9,24.43,22.4,18.92,15.89,11.53
7/21/2012 6:25,25.42,25.18,24.9,24.43,22.4,18.92,15.89,11.53
7/21/2012 6:30,25.48,25.18,24.9,24.43,22.4,18.92,15.89,11.47
7/21/2012 6:35,25.42,25.18,24.9,24.49,22.4,18.85,15.96,11.47
7/21/2012 6:40,25.42,25.24,24.9,24.49,22.4,18.92,15.96,11.47
7/21/2012 6:45,25.42,25.18,24.9,24.49,22.4,18.98,15.96,11.47
7/21/2012 6:50,25.42,25.24,24.9,24.49,22.4,18.98,15.89,11.47
7/21/2012 6:55,25.42,25.24,24.9,24.49,22.4,18.98,15.89,11.47
7/21/2012 7:00,25.48,25.18,24.9,24.49,22.34,18.92,15.82,11.47
7/21/2012 7:05,25.48,25.18,24.9,24.49,22.34,18.98,15.82,11.47
7/21/2012 7:10,25.48,25.24,24.9,24.49,22.34,18.98,15.82,11.47
7/21/2012 7:15,25.42,25.24,24.9,24.43,22.34,18.98,15.82,11.47
7/21/2012 7:20,25.42,25.24,24.9,24.49,22.34,18.92,15.82,11.53
7/21/2012 7:25,25.42,25.24,24.9,24.49,22.34,18.98,15.82,11.47
7/21/2012 7:30,25.42,25.18,24.9,24.43,22.34,18.98,15.82,11.47
7/21/2012 7:35,25.42,25.18,24.9,24.49,22.34,18.98,15.82,11.47
7/21/2012 7:40,25.42,25.18,24.9,24.43,22.34,19.04,15.82,11.47
7/21/2012 7:45,25.42,25.24,24.9,24.43,22.34,18.98,15.82,11.47
7/21/2012 7:50,25.42,25.24,24.9,24.49,22.34,18.98,15.89,11.47
7/21/2012 7:55,25.42,25.24,24.9,24.49,22.4,18.92,15.89,11.47
7/21/2012 8:00,25.42,25.18,24.9,24.49,22.34,18.98,15.89,11.47
7/21/2012 8:05,25.42,25.24,24.9,24.49,22.4,18.98,15.89,11.47
7/21/2012 8:10,25.42,25.24,24.9,24.49,22.4,18.98,15.89,11.41
7/21/2012 8:15,25.42,25.24,24.9,24.49,22.4,18.92,15.89,11.41
7/21/2012 8:20,25.42,25.24,24.9,24.49,22.4,18.92,15.89,11.47
7/21/2012 8:25,25.42,25.24,24.9,24.49,22.4,18.98,15.89,11.47
7/21/2012 8:30,25.42,25.18,24.9,24.49,22.4,18.92,15.89,11.47
7/21/2012 8:35,25.42,25.18,24.9,24.49,22.4,18.92,15.89,11.53
7/21/2012 8:40,25.42,25.24,24.9,24.49,22.4,18.92,15.82,11.53
7/21/2012 8:45,25.42,25.24,24.9,24.43,22.4,18.92,15.82,11.66
7/21/2012 8:50,25.42,25.24,24.9,24.49,22.4,18.92,15.82,11.6
7/21/2012 8:55,25.42,25.24,24.9,24.49,22.4,18.98,15.82,11.6
7/21/2012 9:00,25.42,25.24,24.9,24.49,22.4,18.98,15.82,11.53
7/21/2012 9:05,25.42,25.24,24.96,24.49,22.34,18.98,15.82,11.53
7/21/2012 9:10,25.42,25.24,24.96,24.49,22.34,18.98,15.82,11.53
7/21/2012 9:15,25.42,25.24,24.96,24.55,22.34,18.92,15.82,11.47
7/21/2012 9:20,25.42,25.24,24.96,24.49,22.4,18.92,15.96,11.47
7/21/2012 9:25,25.42,25.24,24.96,24.49,22.34,18.92,15.96,11.47
7/21/2012 9:30,25.42,25.18,24.96,24.49,22.34,18.98,15.89,11.47
7/21/2012 9:35,25.42,25.24,24.96,24.49,22.4,19.04,15.89,11.47
7/21/2012 9:40,25.42,25.24,24.96,24.49,22.4,19.04,15.96,11.53
7/21/2012 9:45,25.48,25.24,24.96,24.43,22.4,18.98,15.96,11.47
7/21/2012 9:50,25.48,25.24,24.96,24.43,22.47,18.98,15.96,11.47
7/21/2012 9:55,25.48,25.3,24.96,24.43,22.4,18.92,15.96,11.47
7/21/2012 10:00,25.48,25.3,24.96,24.49,22.34,19.04,15.89,11.47
7/21/2012 10:05,25.48,25.3,24.96,24.49,22.34,19.04,15.82,11.53
7/21/2012 10:10,25.48,25.3,24.96,24.49,22.34,18.98,15.82,11.47
7/21/2012 10:15,25.54,25.36,24.96,24.49,22.34,18.98,15.82,11.53
7/21/2012 10:20,25.54,25.36,24.96,24.49,22.4,18.98,15.82,11.47
7/21/2012 10:25,25.54,25.36,24.96,24.55,22.4,18.98,15.82,11.47
7/21/2012 10:30,25.54,25.36,24.96,24.55,22.4,18.98,15.89,11.47
7/21/2012 10:35,25.54,25.36,24.96,24.55,22.47,19.04,15.89,11.53
7/21/2012 10:40,25.54,25.36,24.96,24.55,22.47,19.04,15.82,11.53
7/21/2012 10:45,25.6,25.43,24.96,24.55,22.47,18.98,15.82,11.6
7/21/2012 10:50,25.6,25.36,24.96,24.55,22.47,18.98,15.82,11.6
7/21/2012 10:55,25.6,25.36,24.96,24.55,22.53,18.98,15.82,11.6
7/21/2012 11:00,25.67,25.43,24.96,24.49,22.59,18.92,15.89,11.47
7/21/2012 11:05,25.67,25.36,24.96,24.49,22.65,18.98,15.89,11.41
7/21/2012 11:10,25.67,25.3,25.02,24.43,22.53,19.04,15.89,11.41
7/21/2012 11:15,25.73,25.3,25.02,24.43,22.53,19.04,15.89,11.41
7/21/2012 11:20,25.73,25.3,25.02,24.49,22.4,19.04,15.96,11.47
7/21/2012 11:25,25.73,25.3,25.02,24.49,22.28,18.98,15.96,11.47
7/21/2012 11:30,25.73,25.3,25.02,24.55,22.22,18.98,15.96,11.53
7/21/2012 11:35,25.73,25.3,25.02,24.49,22.28,18.92,15.89,11.53
7/21/2012 11:40,25.73,25.3,25.08,24.55,22.22,18.92,15.89,11.53
7/21/2012 11:45,25.79,25.3,25.08,24.55,22.28,18.85,15.96,11.53
7/21/2012 11:50,25.79,25.36,25.08,24.55,22.34,18.85,15.96,11.6
7/21/2012 11:55,25.79,25.36,25.08,24.61,22.34,18.98,15.96,11.53
7/21/2012 12:00,25.79,25.36,25.08,24.61,22.4,19.04,15.89,11.53
7/21/2012 12:05,25.79,25.36,25.08,24.61,22.4,19.1,15.89,11.53
7/21/2012 12:10,25.79,25.36,25.08,24.61,22.4,19.17,15.89,11.53
7/21/2012 12:15,25.79,25.36,25.15,24.61,22.4,19.1,15.82,11.47
7/21/2012 12:20,25.79,25.36,25.08,24.68,22.4,19.17,15.82,11.47
7/21/2012 12:25,25.79,25.43,25.08,24.68,22.4,19.1,15.82,11.47
7/21/2012 12:30,25.79,25.43,25.08,24.68,22.47,18.98,15.89,11.47
7/21/2012 12:35,25.79,25.43,25.08,24.68,22.4,18.98,15.96,11.47
7/21/2012 12:40,25.79,25.43,25.08,24.68,22.47,18.85,16.02,11.47
7/21/2012 12:45,25.79,25.49,25.15,24.68,22.53,18.92,16.02,11.53
7/21/2012 12:50,25.85,25.49,25.08,24.61,22.53,18.92,15.96,11.6
7/21/2012 12:55,25.85,25.49,25.15,24.61,22.53,18.98,15.96,11.47
7/21/2012 13:00,25.85,25.49,25.15,24.61,22.47,19.04,15.89,11.47
7/21/2012 13:05,25.85,25.49,25.15,24.55,22.53,19.04,15.89,11.47
7/21/2012 13:10,25.85,25.55,25.15,24.55,22.47,19.04,15.82,11.6
7/21/2012 13:15,25.85,25.55,25.15,24.55,22.47,19.1,15.82,11.6
7/21/2012 13:20,25.92,25.55,25.15,24.55,22.53,19.04,15.89,11.6
7/21/2012 13:25,25.92,25.55,25.15,24.61,22.53,19.04,15.96,11.6
7/21/2012 13:30,25.92,25.61,25.15,24.55,22.47,18.98,15.89,11.6
7/21/2012 13:35,25.92,25.61,25.15,24.61,22.4,19.04,15.89,11.6
7/21/2012 13:40,25.92,25.61,25.15,24.55,22.34,18.98,15.89,11.66
7/21/2012 13:45,25.92,25.61,25.15,24.61,22.34,19.04,15.96,11.6
7/21/2012 13:50,25.92,25.61,25.21,24.61,22.4,19.1,15.89,11.53
7/21/2012 13:55,25.92,25.55,25.21,24.61,22.47,18.98,15.89,11.47
7/21/2012 14:00,25.98,25.55,25.21,24.68,22.53,18.92,15.96,11.41
7/21/2012 14:05,25.98,25.61,25.21,24.61,22.59,18.92,16.02,11.41
7/21/2012 14:10,26.04,25.55,25.21,24.55,22.72,18.98,15.96,11.47
7/21/2012 14:15,26.04,25.55,25.21,24.55,22.72,18.98,15.96,11.47
7/21/2012 14:20,26.04,25.55,25.21,24.55,22.72,18.92,16.02,11.53
7/21/2012 14:25,26.1,25.61,25.27,24.55,22.65,18.92,16.08,11.53
7/21/2012 14:30,26.04,25.55,25.27,24.55,22.59,19.04,16.14,11.47
7/21/2012 14:35,26.04,25.61,25.27,24.55,22.59,19.1,16.02,11.47
7/21/2012 14:40,26.1,25.61,25.27,24.55,22.59,19.17,15.82,11.41
7/21/2012 14:45,26.1,25.61,25.27,24.61,22.59,19.04,15.82,11.53
7/21/2012 14:50,26.1,25.68,25.27,24.61,22.53,18.98,15.89,11.6
7/21/2012 14:55,26.17,25.68,25.27,24.61,22.47,18.98,16.02,11.6
7/21/2012 15:00,26.17,25.61,25.21,24.68,22.47,19.04,16.02,11.66
7/21/2012 15:05,26.17,25.61,25.21,24.68,22.4,19.17,15.96,11.66
7/21/2012 15:10,26.17,25.61,25.27,24.68,22.34,19.1,15.96,11.66
7/21/2012 15:15,26.17,25.61,25.21,24.74,22.28,19.1,16.02,11.66
7/21/2012 15:20,26.17,25.68,25.21,24.74,22.34,19.1,15.89,11.72
7/21/2012 15:25,26.17,25.61,25.27,24.74,22.4,19.1,15.76,11.72
7/21/2012 15:30,26.17,25.68,25.27,24.74,22.47,19.1,15.89,11.6
7/21/2012 15:35,26.23,25.68,25.27,24.74,22.4,19.17,15.89,11.47
7/21/2012 15:40,26.17,25.74,25.27,24.68,22.4,19.17,15.89,11.41
7/21/2012 15:45,26.17,25.74,25.21,24.61,22.4,19.23,15.89,11.47
7/21/2012 15:50,26.17,25.68,25.21,24.68,22.47,19.23,15.96,11.53
7/21/2012 15:55,26.17,25.74,25.27,24.68,22.4,19.23,15.89,11.53
7/21/2012 16:00,26.17,25.68,25.27,24.61,22.47,19.1,15.89,11.53
7/21/2012 16:05,26.17,25.74,25.21,24.61,22.47,19.1,15.96,11.6
7/21/2012 16:10,26.17,25.68,25.27,24.61,22.4,19.1,15.89,11.53
7/21/2012 16:15,26.23,25.68,25.27,24.68,22.47,19.04,15.89,11.47
7/21/2012 16:20,26.23,25.68,25.27,24.74,22.53,19.04,15.89,11.47
7/21/2012 16:25,26.23,25.74,25.27,24.74,22.47,19.04,15.96,11.47
7/21/2012 16:30,26.29,25.74,25.27,24.8,22.4,19.04,16.02,11.41
7/21/2012 16:35,26.29,25.74,25.33,24.8,22.47,19.04,15.96,11.47
7/21/2012 16:40,26.29,25.74,25.33,24.74,22.47,19.1,15.82,11.6
7/21/2012 16:45,26.29,25.74,25.33,24.74,22.53,19.17,15.82,11.6
7/21/2012 16:50,26.29,25.74,25.27,24.74,22.59,19.23,15.96,11.53
7/21/2012 16:55,26.29,25.74,25.33,24.74,22.65,19.04,16.02,11.6
7/21/2012 17:00,26.35,25.74,25.33,24.74,22.65,19.04,16.02,11.6
7/21/2012 17:05,26.29,25.74,25.33,24.8,22.53,19.1,15.96,11.53
7/21/2012 17:10,26.29,25.74,25.33,24.74,22.53,19.17,15.96,11.6
7/21/2012 17:15,26.29,25.8,25.33,24.68,22.47,19.04,16.02,11.6
7/21/2012 17:20,26.29,25.8,25.33,24.68,22.4,18.98,16.08,11.53
7/21/2012 17:25,26.29,25.8,25.33,24.74,22.4,18.98,16.14,11.47
7/21/2012 17:30,26.35,25.8,25.33,24.74,22.47,18.98,16.14,11.47
7/21/2012 17:35,26.35,25.74,25.4,24.8,22.53,18.92,16.08,11.53
7/21/2012 17:40,26.35,25.8,25.4,24.8,22.59,18.92,15.96,11.53
7/21/2012 17:45,26.42,25.8,25.4,24.8,22.59,18.85,15.96,11.6
7/21/2012 17:50,26.35,25.8,25.4,24.8,22.65,18.85,15.96,11.66
7/21/2012 17:55,26.35,25.8,25.33,24.8,22.65,18.98,15.96,11.66
7/21/2012 18:00,26.42,25.8,25.33,24.8,22.59,19.1,15.89,11.66
7/21/2012 18:05,26.42,25.8,25.4,24.74,22.53,19.17,15.96,11.6
7/21/2012 18:10,26.48,25.86,25.33,24.74,22.47,19.1,16.02,11.66
7/21/2012 18:15,26.42,25.8,25.33,24.74,22.59,19.04,16.02,11.72
7/21/2012 18:20,26.35,25.8,25.33,24.68,22.65,19.04,16.02,11.72
7/21/2012 18:25,26.42,25.8,25.33,24.68,22.65,19.17,16.02,11.66
7/21/2012 18:30,26.42,25.8,25.33,24.68,22.59,19.17,16.02,11.6
7/21/2012 18:35,26.35,25.8,25.33,24.68,22.59,19.1,16.08,11.53
7/21/2012 18:40,26.42,25.8,25.33,24.68,22.59,19.04,16.02,11.47
7/21/2012 18:45,26.42,25.86,25.4,24.68,22.59,19.04,15.96,11.47
7/21/2012 18:50,26.42,25.86,25.4,24.68,22.65,19.04,15.89,11.53
7/21/2012 18:55,26.48,25.86,25.4,24.68,22.59,19.04,15.89,11.53
7/21/2012 19:00,26.54,25.86,25.4,24.68,22.59,19.17,15.96,11.53
7/21/2012 19:05,26.48,25.86,25.33,24.68,22.59,19.23,15.96,11.53
7/21/2012 19:10,26.48,25.86,25.33,24.68,22.65,19.23,15.89,11.53
7/21/2012 19:15,26.42,25.86,25.33,24.68,22.65,19.23,15.89,11.47
7/21/2012 19:20,26.42,25.8,25.33,24.68,22.65,19.1,15.89,11.47
7/21/2012 19:25,26.42,25.8,25.33,24.68,22.65,19.04,15.82,11.53
7/21/2012 19:30,26.42,25.8,25.33,24.68,22.65,19.04,15.82,11.53
7/21/2012 19:35,26.42,25.8,25.33,24.68,22.59,19.04,15.89,11.53
7/21/2012 19:40,26.42,25.8,25.33,24.68,22.53,19.04,15.96,11.53
7/21/2012 19:45,26.42,25.8,25.33,24.68,22.4,19.1,15.96,11.6
7/21/2012 19:50,26.42,25.8,25.33,24.68,22.47,19.1,15.96,11.6
7/21/2012 19:55,26.42,25.8,25.33,24.74,22.59,19.23,15.89,11.53
7/21/2012 20:00,26.42,25.86,25.27,24.68,22.59,19.23,15.89,11.53
7/21/2012 20:05,26.42,25.86,25.27,24.74,22.47,19.23,15.96,11.47
7/21/2012 20:10,26.42,25.8,25.33,24.68,22.4,19.17,16.02,11.53
7/21/2012 20:15,26.42,25.86,25.33,24.68,22.4,19.1,16.08,11.66
7/21/2012 20:20,26.42,25.86,25.33,24.74,22.34,19.1,16.08,11.66
7/21/2012 20:25,26.42,25.86,25.33,24.74,22.34,19.04,16.02,11.6
7/21/2012 20:30,26.42,25.86,25.33,24.74,22.34,19.1,16.02,11.47
7/21/2012 20:35,26.48,25.86,25.33,24.68,22.4,19.17,16.02,11.53
7/21/2012 20:40,26.48,25.8,25.33,24.68,22.4,19.17,16.02,11.47
7/21/2012 20:45,26.48,25.8,25.33,24.68,22.4,19.17,15.96,11.47
7/21/2012 20:50,26.48,25.8,25.33,24.74,22.34,19.17,15.96,11.53
7/21/2012 20:55,26.48,25.8,25.33,24.74,22.4,19.17,15.96,11.53
7/21/2012 21:00,26.48,25.8,25.33,24.68,22.4,19.17,15.96,11.6
7/21/2012 21:05,26.48,25.8,25.33,24.74,22.47,19.1,15.89,11.66
7/21/2012 21:10,26.48,25.8,25.33,24.68,22.47,19.17,15.82,11.6
7/21/2012 21:15,26.48,25.8,25.33,24.68,22.53,19.17,15.82,11.6
7/21/2012 21:20,26.42,25.8,25.27,24.68,22.53,19.17,15.89,11.53
7/21/2012 21:25,26.48,25.8,25.33,24.68,22.53,19.1,15.96,11.41
7/21/2012 21:30,26.48,25.8,25.33,24.68,22.53,18.98,16.02,11.41
7/21/2012 21:35,26.48,25.8,25.27,24.68,22.53,18.98,16.02,11.47
7/21/2012 21:40,26.48,25.8,25.33,24.68,22.53,18.98,16.02,11.53
7/21/2012 21:45,26.48,25.86,25.33,24.74,22.47,18.98,16.02,11.53
7/21/2012 21:50,26.48,25.8,25.33,24.74,22.47,18.98,16.08,11.6
7/21/2012 21:55,26.42,25.86,25.33,24.74,22.47,18.98,16.08,11.6
7/21/2012 22:00,26.42,25.8,25.33,24.74,22.47,19.04,16.08,11.6
7/21/2012 22:05,26.35,25.8,25.33,24.74,22.53,19.04,16.02,11.6
7/21/2012 22:10,26.42,25.8,25.33,24.74,22.53,19.04,16.02,11.66
7/21/2012 22:15,26.48,25.8,25.33,24.68,22.59,19.04,16.02,11.66
7/21/2012 22:20,26.48,25.8,25.33,24.68,22.59,19.04,16.02,11.66
7/21/2012 22:25,26.42,25.8,25.33,24.68,22.59,19.04,16.02,11.66
7/21/2012 22:30,26.42,25.8,25.33,24.68,22.59,19.04,16.08,11.53
7/21/2012 22:35,26.42,25.8,25.33,24.68,22.53,19.1,16.08,11.53
7/21/2012 22:40,26.42,25.8,25.33,24.68,22.53,19.1,16.08,11.6
7/21/2012 22:45,26.42,25.8,25.33,24.68,22.47,19.1,16.02,11.53
7/21/2012 22:50,26.42,25.8,25.33,24.68,22.4,19.1,15.89,11.53
7/21/2012 22:55,26.42,25.8,25.33,24.68,22.47,19.04,15.89,11.53
7/21/2012 23:00,26.42,25.8,25.33,24.68,22.47,18.98,15.89,11.53
7/21/2012 23:05,26.48,25.8,25.33,24.68,22.47,18.98,15.96,11.6
7/21/2012 23:10,26.48,25.8,25.33,24.68,22.47,18.98,16.02,11.53
7/21/2012 23:15,26.42,25.8,25.33,24.68,22.4,19.04,16.02,11.53
7/21/2012 23:20,26.48,25.8,25.33,24.68,22.47,19.1,15.96,11.6
7/21/2012 23:25,26.48,25.8,25.33,24.68,22.53,19.1,15.89,11.6
7/21/2012 23:30,26.54,25.8,25.33,24.68,22.53,19.17,15.89,11.6
7/21/2012 23:35,26.48,25.8,25.27,24.68,22.53,19.23,15.89,11.53
7/21/2012 23:40,26.48,25.8,25.27,24.74,22.53,19.23,15.89,11.47
7/21/2012 23:45,26.48,25.8,25.33,24.74,22.53,19.23,15.96,11.41
7/21/2012 23:50,26.48,25.8,25.33,24.74,22.53,19.17,16.02,11.41
7/21/2012 23:55,26.48,25.8,25.33,24.74,22.53,19.1,16.02,11.47
7/22/2012 0:00,26.48,25.86,25.33,24.74,22.53,19.1,15.96,11.47
7/22/2012 0:05,26.48,25.86,25.33,24.68,22.53,19.17,15.89,11.47
7/22/2012 0:10,26.48,25.8,25.33,24.68,22.53,19.1,15.89,11.53
7/22/2012 0:15,26.48,25.8,25.33,24.68,22.59,19.1,15.89,11.6
7/22/2012 0:20,26.42,25.8,25.33,24.68,22.53,19.04,15.89,11.6
7/22/2012 0:25,26.42,25.8,25.33,24.68,22.53,19.04,15.96,11.53
7/22/2012 0:30,26.35,25.8,25.33,24.68,22.47,19.1,15.96,11.53
7/22/2012 0:35,26.42,25.8,25.33,24.68,22.47,19.1,15.96,11.53
7/22/2012 0:40,26.35,25.8,25.33,24.68,22.47,19.1,15.89,11.53
7/22/2012 0:45,26.35,25.8,25.33,24.68,22.47,19.04,15.89,11.6
7/22/2012 0:50,26.35,25.8,25.33,24.68,22.53,19.04,15.89,11.66
7/22/2012 0:55,26.29,25.8,25.33,24.68,22.53,19.1,15.96,11.6
7/22/2012 1:00,26.29,25.8,25.33,24.68,22.53,19.17,16.02,11.53
7/22/2012 1:05,26.29,25.8,25.33,24.61,22.47,19.17,16.08,11.47
7/22/2012 1:10,26.29,25.8,25.33,24.61,22.47,19.17,16.08,11.47
7/22/2012 1:15,26.29,25.8,25.33,24.68,22.47,19.1,16.02,11.53
